"nama_kWh_Meter","no_kWh_Meter","log_waktu","total_kW","total_kVArh","total_kWh","total_kVArhTotal","avg_v_avg","avg_I_avg","avg_PF_avg","count","totalCost","avg_freq","avg_v_L1","avg_v_L2","avg_v_L3","avg_v_12","avg_v_23","avg_v_31","avg_I_A1","avg_I_A2","avg_I_A3"
"kWh PLTS",8,"2025-01-20 00:07:00",248.87,154.236,7650.6720000000005,4741.452,13489.820000000003,751.63,51.00000000000005,60,0,3000,7788.360000000002,7788.360000000002,7788.360000000002,23364.99000000001,23364.99000000001,23364.99000000001,250.54000000000005,250.54000000000005,250.54000000000005
